animal_id,species,breed,sex,age_months,holding_id,area_id,vaccinated_fmd
KE-000473,cattle,Zebu,M,18,H00058,A01,0
KE-000474,cattle,Friesian cross,F,53,H00059,A01,1
KE-000475,cattle,Sahiwal,F,99,H00059,A01,0
KE-000476,cattle,Sahiwal,F,66,H00059,A01,1
KE-000477,cattle,Boran,F,99,H00059,A01,1
KE-000478,cattle,Friesian cross,F,92,H00060,A01,0
KE-000479,cattle,Zebu,M,34,H00060,A01,1
KE-000480,cattle,Ayrshire cross,F,29,H00060,A01,1
KE-000481,cattle,Friesian cross,F,42,H00060,A01,1
KE-000482,cattle,Ayrshire cross,M,53,H00060,A01,1
KE-000483,cattle,Zebu,M,30,H00060,A01,0
KE-000484,cattle,Zebu,F,83,H00060,A01,0
KE-000485,cattle,Zebu,F,30,H00060,A01,0
KE-000486,cattle,Boran,F,71,H00060,A01,0
KE-000487,cattle,Friesian cross,F,39,H00060,A01,0
KE-000488,cattle,Friesian cross,F,106,H00061,A01,0
KE-000489,cattle,Zebu,F,37,H00061,A01,0
KE-000490,cattle,Boran,F,25,H00061,A01,0
KE-000491,cattle,Boran,F,27,H00061,A01,1
KE-000492,cattle,Zebu,F,114,H00061,A01,0
KE-000493,cattle,Friesian cross,F,10,H00061,A01,1
KE-000494,cattle,Friesian cross,M,67,H00061,A01,0
KE-000495,cattle,Zebu,F,40,H00061,A01,1
KE-000496,cattle,Boran,M,55,H00061,A01,1
KE-000497,cattle,Sahiwal,M,71,H00061,A01,1
KE-000498,cattle,Boran,F,23,H00061,A01,0
KE-000499,cattle,Ayrshire cross,M,56,H00061,A01,0
KE-000500,cattle,Boran,M,92,H00061,A01,0
KE-000501,cattle,Ayrshire cross,M,103,H00062,A01,0
KE-000502,cattle,Sahiwal,M,97,H00062,A01,0
KE-000503,cattle,Boran,F,78,H00062,A01,0
KE-000504,cattle,Boran,M,55,H00062,A01,0
KE-000505,cattle,Ayrshire cross,F,115,H00062,A01,0
KE-000506,cattle,Boran,M,92,H00062,A01,0
KE-000507,cattle,Sahiwal,F,71,H00062,A01,1
KE-000508,cattle,Friesian cross,F,117,H00062,A01,0
KE-000509,cattle,Ayrshire cross,F,96,H00062,A01,1
KE-000510,cattle,Sahiwal,M,27,H00062,A01,0
KE-000511,cattle,Boran,M,16,H00062,A01,1
KE-000512,cattle,Ayrshire cross,F,105,H00062,A01,1
KE-000513,cattle,Ayrshire cross,F,15,H00062,A01,0
KE-000514,cattle,Boran,F,91,H00062,A01,1
KE-000515,cattle,Sahiwal,F,35,H00062,A01,0
KE-000516,cattle,Zebu,M,24,H00062,A01,1
KE-000517,cattle,Sahiwal,F,16,H00063,A01,1
KE-000518,cattle,Sahiwal,F,96,H00063,A01,1
KE-000519,cattle,Zebu,F,81,H00063,A01,0
KE-000520,cattle,Zebu,M,115,H00063,A01,0
KE-000521,cattle,Sahiwal,F,96,H00063,A01,0
KE-000522,cattle,Friesian cross,M,14,H00063,A01,0
KE-000523,cattle,Friesian cross,M,15,H00063,A01,0
KE-000524,cattle,Sahiwal,F,31,H00063,A01,0
KE-000525,cattle,Boran,F,115,H00063,A01,1
KE-000526,cattle,Friesian cross,F,85,H00063,A01,1
KE-000527,cattle,Boran,F,8,H00063,A01,0
KE-000528,cattle,Boran,F,80,H00063,A01,0
KE-000529,cattle,Friesian cross,F,53,H00063,A01,1
KE-000530,cattle,Zebu,F,29,H00063,A01,1
KE-000531,cattle,Zebu,F,8,H00063,A01,0
KE-000532,cattle,Friesian cross,M,77,H00063,A01,0
KE-000533,cattle,Ayrshire cross,F,70,H00063,A01,0
KE-000534,cattle,Zebu,F,13,H00064,A01,0
KE-000535,cattle,Ayrshire cross,F,54,H00064,A01,0
KE-000536,cattle,Ayrshire cross,M,101,H00064,A01,0
KE-000537,cattle,Boran,F,67,H00064,A01,0
KE-000538,cattle,Zebu,F,68,H00064,A01,1
KE-000539,cattle,Ayrshire cross,F,112,H00064,A01,0
KE-000540,cattle,Sahiwal,F,76,H00064,A01,0
KE-000541,cattle,Zebu,F,39,H00064,A01,0
KE-000542,cattle,Ayrshire cross,M,10,H00064,A01,1
KE-000543,cattle,Zebu,F,83,H00064,A01,0
KE-000544,cattle,Boran,M,75,H00064,A01,0
KE-000545,cattle,Zebu,M,89,H00064,A01,1
KE-000546,cattle,Boran,F,38,H00064,A01,1
KE-000547,cattle,Ayrshire cross,F,47,H00064,A01,0
KE-000548,cattle,Zebu,M,31,H00064,A01,0
KE-000549,cattle,Friesian cross,F,86,H00064,A01,0
KE-000550,cattle,Ayrshire cross,M,9,H00064,A01,1
KE-000551,cattle,Zebu,F,114,H00064,A01,0
KE-000552,cattle,Boran,F,35,H00065,A01,0
KE-000553,cattle,Boran,F,48,H00065,A01,1
KE-000554,cattle,Ayrshire cross,M,19,H00065,A01,0
KE-000555,cattle,Zebu,M,6,H00065,A01,1
KE-000556,cattle,Ayrshire cross,M,53,H00065,A01,0
KE-000557,cattle,Sahiwal,F,87,H00065,A01,0
KE-000558,cattle,Zebu,M,10,H00065,A01,0
KE-000559,cattle,Ayrshire cross,F,111,H00065,A01,1
KE-000560,cattle,Ayrshire cross,F,81,H00065,A01,0
KE-000561,cattle,Ayrshire cross,F,111,H00065,A01,1
KE-000562,cattle,Boran,F,51,H00066,A01,1
KE-000563,cattle,Sahiwal,M,22,H00066,A01,0
KE-000564,cattle,Zebu,F,66,H00066,A01,0
KE-000565,cattle,Boran,M,98,H00066,A01,0
KE-000566,cattle,Friesian cross,F,99,H00066,A01,0
KE-000567,cattle,Ayrshire cross,F,104,H00066,A01,0
KE-000568,cattle,Boran,F,40,H00066,A01,0
KE-000569,cattle,Zebu,F,81,H00066,A01,1
KE-000570,cattle,Ayrshire cross,F,104,H00066,A01,0
KE-000571,cattle,Boran,F,29,H00067,A01,0
KE-000572,cattle,Friesian cross,F,100,H00067,A01,0
KE-000573,cattle,Friesian cross,F,66,H00067,A01,0
KE-000574,cattle,Friesian cross,F,10,H00067,A01,1
KE-000575,cattle,Sahiwal,F,45,H00067,A01,0
KE-000576,cattle,Friesian cross,F,16,H00067,A01,1
KE-000577,cattle,Ayrshire cross,F,27,H00067,A01,1
KE-000578,cattle,Zebu,F,106,H00067,A01,1
KE-000579,cattle,Ayrshire cross,F,105,H00067,A01,0
KE-000580,cattle,Zebu,M,115,H00067,A01,0
KE-000581,cattle,Boran,F,13,H00067,A01,0
KE-000582,cattle,Boran,F,113,H00067,A01,0
KE-000583,cattle,Zebu,F,41,H00067,A01,0
KE-000584,cattle,Ayrshire cross,F,37,H00067,A01,1
KE-000585,cattle,Sahiwal,F,62,H00067,A01,0
KE-000586,cattle,Boran,M,22,H00067,A01,1
KE-000587,cattle,Ayrshire cross,F,65,H00067,A01,1
KE-000588,cattle,Friesian cross,F,29,H00067,A01,1
KE-000589,cattle,Friesian cross,M,62,H00067,A01,1
KE-000590,cattle,Sahiwal,F,56,H00068,A01,1
KE-000591,cattle,Boran,F,48,H00068,A01,1
KE-000592,cattle,Boran,M,59,H00068,A01,0
KE-000593,cattle,Ayrshire cross,F,117,H00068,A01,1
KE-000594,cattle,Ayrshire cross,F,42,H00068,A01,1
KE-000595,cattle,Friesian cross,F,16,H00068,A01,1
KE-000596,cattle,Boran,M,26,H00068,A01,0
KE-000597,cattle,Ayrshire cross,F,103,H00068,A01,0
KE-000598,cattle,Sahiwal,F,26,H00068,A01,1
KE-000599,cattle,Sahiwal,F,24,H00068,A01,1
KE-000600,cattle,Ayrshire cross,M,25,H00069,A01,1
KE-000601,cattle,Sahiwal,F,70,H00069,A01,1
KE-000602,cattle,Ayrshire cross,F,57,H00069,A01,0
KE-000603,cattle,Ayrshire cross,F,31,H00069,A01,1
KE-000604,cattle,Sahiwal,M,108,H00069,A01,0
KE-000605,cattle,Sahiwal,M,80,H00069,A01,0
KE-000606,cattle,Friesian cross,F,109,H00070,A01,0
KE-000607,cattle,Friesian cross,F,79,H00070,A01,1
KE-000608,cattle,Boran,F,50,H00070,A01,0
KE-000609,cattle,Sahiwal,M,49,H00070,A01,0
KE-000610,cattle,Sahiwal,F,91,H00070,A01,0
KE-000611,cattle,Friesian cross,F,60,H00070,A01,1
KE-000612,cattle,Zebu,F,36,H00071,A01,0
KE-000613,cattle,Sahiwal,M,114,H00071,A01,0
KE-000614,cattle,Sahiwal,M,57,H00071,A01,0
KE-000615,cattle,Boran,M,39,H00071,A01,0
KE-000616,cattle,Sahiwal,M,97,H00071,A01,0
KE-000617,cattle,Friesian cross,F,24,H00071,A01,1
KE-000618,cattle,Boran,F,95,H00071,A01,0
KE-000619,cattle,Ayrshire cross,F,109,H00072,A01,0
KE-000620,cattle,Sahiwal,F,79,H00072,A01,1
KE-000621,cattle,Boran,F,9,H00072,A01,0
KE-000622,cattle,Sahiwal,F,71,H00072,A01,0
KE-000623,cattle,Boran,F,48,H00072,A01,0
KE-000624,cattle,Boran,F,41,H00072,A01,0
KE-000625,cattle,Zebu,F,67,H00072,A01,1
KE-000626,cattle,Friesian cross,F,26,H00072,A01,0
KE-000627,cattle,Sahiwal,F,101,H00072,A01,1
KE-000628,cattle,Zebu,F,42,H00072,A01,0
KE-000629,cattle,Zebu,M,84,H00072,A01,1
KE-000630,cattle,Sahiwal,F,81,H00072,A01,1
KE-000631,cattle,Zebu,F,109,H00072,A01,0
KE-000632,cattle,Boran,M,88,H00072,A01,0
KE-000633,cattle,Zebu,M,42,H00072,A01,0
KE-000634,cattle,Friesian cross,M,63,H00073,A01,1
KE-000635,cattle,Ayrshire cross,M,73,H00073,A01,1
KE-000636,cattle,Sahiwal,M,61,H00073,A01,0
KE-000637,cattle,Sahiwal,F,107,H00073,A01,0
KE-000638,cattle,Friesian cross,F,23,H00073,A01,0
KE-000639,cattle,Sahiwal,M,97,H00073,A01,0
KE-000640,cattle,Friesian cross,F,77,H00073,A01,0
KE-000641,cattle,Boran,F,64,H00073,A01,0
KE-000642,cattle,Boran,M,103,H00073,A01,0
KE-000643,cattle,Friesian cross,F,50,H00073,A01,1
KE-000644,cattle,Boran,F,49,H00073,A01,1
KE-000645,cattle,Boran,M,9,H00073,A01,0
KE-000646,cattle,Boran,F,53,H00073,A01,0
KE-000647,cattle,Zebu,F,55,H00074,A01,0
KE-000648,cattle,Boran,M,6,H00074,A01,1
KE-000649,cattle,Friesian cross,F,57,H00074,A01,0
KE-000650,cattle,Friesian cross,M,37,H00074,A01,0
KE-000651,cattle,Boran,F,78,H00074,A01,1
KE-000652,cattle,Ayrshire cross,F,52,H00074,A01,0
KE-000653,cattle,Ayrshire cross,M,115,H00074,A01,0
KE-000654,cattle,Zebu,M,39,H00074,A01,0
KE-000655,cattle,Zebu,M,75,H00074,A01,0
KE-000656,cattle,Friesian cross,M,108,H00074,A01,1
KE-000657,cattle,Ayrshire cross,F,85,H00074,A01,0
KE-000658,cattle,Ayrshire cross,F,97,H00074,A01,1
KE-000659,cattle,Boran,F,13,H00074,A01,1
KE-000660,cattle,Sahiwal,F,88,H00074,A01,0
KE-000661,cattle,Ayrshire cross,F,37,H00074,A01,1
KE-000662,cattle,Boran,F,106,H00074,A01,1
KE-000663,cattle,Friesian cross,M,29,H00074,A01,1
KE-000664,cattle,Boran,M,76,H00075,A01,0
KE-000665,cattle,Zebu,F,27,H00075,A01,0
KE-000666,cattle,Friesian cross,M,29,H00075,A01,0
KE-000667,cattle,Boran,F,57,H00075,A01,0
KE-000668,cattle,Boran,M,27,H00075,A01,1
KE-000669,cattle,Boran,M,117,H00075,A01,1
KE-000670,cattle,Zebu,F,7,H00075,A01,1
KE-000671,cattle,Ayrshire cross,M,30,H00075,A01,0
KE-000672,cattle,Ayrshire cross,F,26,H00075,A01,1
KE-000673,cattle,Friesian cross,F,117,H00076,A01,0
KE-000674,cattle,Zebu,F,94,H00076,A01,1
KE-000675,cattle,Sahiwal,M,49,H00076,A01,0
KE-000676,cattle,Friesian cross,M,80,H00076,A01,0
KE-000677,cattle,Boran,F,60,H00076,A01,0
KE-000678,cattle,Sahiwal,M,36,H00076,A01,1
KE-000679,cattle,Ayrshire cross,M,28,H00076,A01,1
KE-000680,cattle,Zebu,F,23,H00076,A01,0
KE-000681,cattle,Boran,F,102,H00076,A01,1
KE-000682,cattle,Sahiwal,M,59,H00076,A01,1
KE-000683,cattle,Sahiwal,M,115,H00076,A01,1
KE-000684,cattle,Sahiwal,M,99,H00076,A01,0
KE-000685,cattle,Zebu,M,54,H00076,A01,0
KE-000686,cattle,Boran,M,92,H00077,A01,0
KE-000687,cattle,Boran,M,97,H00077,A01,1
KE-000688,cattle,Ayrshire cross,F,10,H00077,A01,0
KE-000689,cattle,Ayrshire cross,M,38,H00077,A01,1
KE-000690,cattle,Ayrshire cross,F,46,H00077,A01,1
KE-000691,cattle,Boran,F,108,H00077,A01,0
KE-000692,cattle,Ayrshire cross,M,30,H00077,A01,0
KE-000693,cattle,Boran,F,15,H00077,A01,1
KE-000694,cattle,Friesian cross,M,73,H00077,A01,0
KE-000695,cattle,Zebu,F,56,H00077,A01,0
KE-000696,cattle,Zebu,F,84,H00077,A01,0
KE-000697,cattle,Boran,F,119,H00077,A01,1
KE-000698,cattle,Zebu,F,20,H00077,A01,1
KE-000699,cattle,Friesian cross,F,113,H00077,A01,0
KE-000700,cattle,Ayrshire cross,F,96,H00077,A01,0
KE-000701,cattle,Zebu,F,6,H00077,A01,0
KE-000702,cattle,Ayrshire cross,M,95,H00077,A01,0
KE-000703,cattle,Sahiwal,F,99,H00078,A01,0
KE-000704,cattle,Friesian cross,F,12,H00078,A01,0
KE-000705,cattle,Zebu,M,12,H00078,A01,0
KE-000706,cattle,Zebu,F,110,H00078,A01,0
KE-000707,cattle,Zebu,F,13,H00078,A01,0
KE-000708,cattle,Friesian cross,F,14,H00078,A01,1
KE-000709,cattle,Friesian cross,M,64,H00078,A01,1
KE-000710,cattle,Boran,F,20,H00078,A01,1
KE-000711,cattle,Sahiwal,M,89,H00078,A01,0
KE-000712,cattle,Sahiwal,F,105,H00078,A01,0
KE-000713,cattle,Sahiwal,F,26,H00079,A01,0
KE-000714,cattle,Sahiwal,M,11,H00079,A01,0
KE-000715,cattle,Ayrshire cross,F,114,H00079,A01,0
KE-000716,cattle,Friesian cross,F,90,H00079,A01,0
KE-000717,cattle,Ayrshire cross,M,81,H00079,A01,0
KE-000718,cattle,Sahiwal,F,19,H00079,A01,0
KE-000719,cattle,Sahiwal,F,22,H00079,A01,1
KE-000720,cattle,Ayrshire cross,F,19,H00079,A01,1
KE-000721,cattle,Ayrshire cross,F,73,H00079,A01,0
KE-000722,cattle,Friesian cross,M,28,H00079,A01,1
KE-000723,cattle,Ayrshire cross,F,65,H00079,A01,1
KE-000724,cattle,Zebu,M,59,H00079,A01,0
KE-000725,cattle,Sahiwal,F,40,H00079,A01,0
KE-000726,cattle,Boran,F,72,H00079,A01,0
KE-000727,cattle,Zebu,M,65,H00079,A01,0
KE-000728,cattle,Sahiwal,F,56,H00080,A01,0
KE-000729,cattle,Zebu,M,23,H00080,A01,0
KE-000730,cattle,Friesian cross,F,91,H00080,A01,1
KE-000731,cattle,Friesian cross,F,59,H00080,A01,0
KE-000732,cattle,Sahiwal,M,48,H00080,A01,1
KE-000733,cattle,Sahiwal,F,48,H00080,A01,0
KE-000734,cattle,Zebu,F,23,H00080,A01,0
KE-000735,cattle,Ayrshire cross,F,66,H00080,A01,1
KE-000736,cattle,Friesian cross,F,64,H00081,A01,1
KE-000737,cattle,Sahiwal,F,75,H00081,A01,0
KE-000738,cattle,Zebu,F,49,H00081,A01,1
KE-000739,cattle,Boran,F,33,H00081,A01,1
KE-000740,cattle,Ayrshire cross,M,108,H00081,A01,0
KE-000741,cattle,Friesian cross,F,71,H00081,A01,0
KE-000742,cattle,Zebu,F,32,H00081,A01,1
KE-000743,cattle,Sahiwal,F,10,H00081,A01,0
KE-000744,cattle,Friesian cross,F,109,H00081,A01,0
KE-000745,cattle,Friesian cross,F,49,H00082,A01,0
KE-000746,cattle,Friesian cross,M,8,H00082,A01,0
KE-000747,cattle,Friesian cross,M,80,H00082,A01,0
KE-000748,cattle,Zebu,F,44,H00082,A01,0
KE-000749,cattle,Zebu,M,11,H00082,A01,0
KE-000750,cattle,Friesian cross,F,53,H00082,A01,0
KE-000751,cattle,Friesian cross,F,25,H00082,A01,1
KE-000752,cattle,Zebu,M,81,H00082,A01,1
KE-000753,cattle,Boran,F,109,H00082,A01,0
KE-000754,cattle,Boran,F,10,H00083,A01,0
KE-000755,cattle,Zebu,F,67,H00083,A01,0
KE-000756,cattle,Sahiwal,F,116,H00083,A01,0
KE-000757,cattle,Ayrshire cross,F,96,H00083,A01,0
KE-000758,cattle,Friesian cross,M,37,H00083,A01,1
KE-000759,cattle,Friesian cross,F,38,H00083,A01,0
KE-000760,cattle,Ayrshire cross,M,102,H00084,A01,1
KE-000761,cattle,Boran,F,36,H00084,A01,0
KE-000762,cattle,Boran,M,62,H00084,A01,0
KE-000763,cattle,Sahiwal,F,8,H00084,A01,0
KE-000764,cattle,Friesian cross,F,58,H00084,A01,0
KE-000765,cattle,Friesian cross,F,52,H00084,A01,0
KE-000766,cattle,Boran,F,42,H00084,A01,0
KE-000767,cattle,Ayrshire cross,F,106,H00084,A01,1
KE-000768,cattle,Zebu,F,40,H00084,A01,1
KE-000769,cattle,Friesian cross,F,93,H00084,A01,1
KE-000770,cattle,Sahiwal,M,53,H00084,A01,0
KE-000771,cattle,Sahiwal,F,89,H00084,A01,0
KE-000772,cattle,Ayrshire cross,F,83,H00084,A01,0
KE-000773,cattle,Friesian cross,F,93,H00084,A01,0
KE-000774,cattle,Ayrshire cross,F,60,H00084,A01,1
KE-000775,cattle,Boran,M,81,H00085,A01,1
KE-000776,cattle,Boran,F,47,H00085,A01,1
KE-000777,cattle,Sahiwal,F,118,H00085,A01,0
KE-000778,cattle,Sahiwal,M,37,H00085,A01,1
KE-000779,cattle,Boran,F,88,H00085,A01,1
KE-000780,cattle,Sahiwal,F,83,H00085,A01,0
KE-000781,cattle,Zebu,M,34,H00085,A01,0
KE-000782,cattle,Sahiwal,F,88,H00085,A01,0
KE-000783,cattle,Friesian cross,F,118,H00085,A01,1
KE-000784,cattle,Ayrshire cross,F,98,H00086,A01,0
KE-000785,cattle,Ayrshire cross,F,92,H00086,A01,0
KE-000786,cattle,Ayrshire cross,F,71,H00086,A01,0
KE-000787,cattle,Ayrshire cross,F,24,H00086,A01,0
KE-000788,cattle,Ayrshire cross,M,27,H00086,A01,1
KE-000789,cattle,Ayrshire cross,F,61,H00086,A01,0
KE-000790,cattle,Friesian cross,M,96,H00086,A01,0
KE-000791,cattle,Friesian cross,M,82,H00086,A01,0
KE-000792,cattle,Sahiwal,F,110,H00086,A01,0
KE-000793,cattle,Ayrshire cross,F,32,H00086,A01,0
KE-000794,cattle,Boran,F,29,H00086,A01,0
KE-000795,cattle,Ayrshire cross,F,55,H00086,A01,1
KE-000796,cattle,Boran,F,51,H00087,A01,0
KE-000797,cattle,Friesian cross,M,118,H00087,A01,0
KE-000798,cattle,Friesian cross,M,42,H00087,A01,1
KE-000799,cattle,Friesian cross,M,18,H00087,A01,0
KE-000800,cattle,Sahiwal,M,40,H00087,A01,0
KE-000801,cattle,Ayrshire cross,F,42,H00087,A01,1
KE-000802,cattle,Sahiwal,F,68,H00087,A01,0
KE-000803,cattle,Zebu,M,30,H00087,A01,0
KE-000804,cattle,Ayrshire cross,F,108,H00087,A01,0
KE-000805,cattle,Zebu,F,102,H00087,A01,1
KE-000806,cattle,Boran,F,36,H00087,A01,0
KE-000807,cattle,Friesian cross,F,43,H00087,A01,0
KE-000808,cattle,Ayrshire cross,F,12,H00087,A01,0
KE-000809,cattle,Boran,F,26,H00087,A01,1
KE-000810,cattle,Boran,F,6,H00087,A01,1
KE-000811,cattle,Zebu,M,37,H00088,A01,0
KE-000812,cattle,Boran,F,30,H00088,A01,0
KE-000813,cattle,Zebu,M,102,H00088,A01,1
KE-000814,cattle,Friesian cross,F,20,H00088,A01,0
KE-000815,cattle,Sahiwal,F,106,H00088,A01,0
KE-000816,cattle,Sahiwal,M,23,H00088,A01,0
KE-000817,cattle,Sahiwal,F,57,H00088,A01,0
KE-000818,cattle,Boran,M,52,H00088,A01,1
KE-000819,cattle,Zebu,F,105,H00088,A01,1
KE-000820,cattle,Sahiwal,F,40,H00088,A01,1
KE-000821,cattle,Boran,F,81,H00088,A01,1
KE-000822,cattle,Sahiwal,F,21,H00088,A01,0
KE-000823,cattle,Friesian cross,F,113,H00088,A01,0
KE-000824,cattle,Zebu,M,90,H00088,A01,1
KE-000825,cattle,Boran,F,38,H00088,A01,0
KE-000826,cattle,Friesian cross,F,89,H00089,A01,1
KE-000827,cattle,Sahiwal,M,88,H00089,A01,0
KE-000828,cattle,Zebu,F,82,H00089,A01,0
KE-000829,cattle,Zebu,M,65,H00089,A01,0
KE-000830,cattle,Ayrshire cross,F,56,H00089,A01,0
KE-000831,cattle,Zebu,F,21,H00089,A01,1
KE-000832,cattle,Sahiwal,F,54,H00089,A01,1
KE-000833,cattle,Sahiwal,F,96,H00089,A01,0
KE-000834,cattle,Sahiwal,F,108,H00089,A01,1
KE-000835,cattle,Ayrshire cross,F,45,H00089,A01,0
KE-000836,cattle,Zebu,F,22,H00089,A01,0
KE-000837,cattle,Friesian cross,F,36,H00089,A01,1
KE-000838,cattle,Friesian cross,M,44,H00089,A01,1
KE-000839,cattle,Boran,F,74,H00089,A01,1
KE-000840,cattle,Sahiwal,F,110,H00089,A01,1
KE-000841,cattle,Ayrshire cross,M,109,H00089,A01,0
KE-000842,cattle,Boran,F,11,H00089,A01,0
KE-000843,cattle,Sahiwal,F,29,H00090,A01,0
KE-000844,cattle,Zebu,F,38,H00090,A01,1
KE-000845,cattle,Sahiwal,F,56,H00090,A01,0
KE-000846,cattle,Ayrshire cross,F,18,H00090,A01,0
KE-000847,cattle,Boran,F,47,H00090,A01,0
KE-000848,cattle,Zebu,F,68,H00090,A01,0
KE-000849,cattle,Sahiwal,M,13,H00090,A01,0
KE-000850,cattle,Ayrshire cross,M,63,H00090,A01,0
KE-000851,cattle,Boran,F,55,H00090,A01,0
KE-000852,cattle,Boran,F,70,H00090,A01,0
KE-000853,cattle,Boran,F,79,H00090,A01,1
KE-000854,cattle,Boran,F,56,H00091,A01,1
KE-000855,cattle,Sahiwal,F,55,H00091,A01,1
KE-000856,cattle,Friesian cross,F,80,H00091,A01,0
KE-000857,cattle,Ayrshire cross,F,110,H00091,A01,0
KE-000858,cattle,Ayrshire cross,F,104,H00091,A01,0
KE-000859,cattle,Zebu,M,21,H00091,A01,0
KE-000860,cattle,Ayrshire cross,F,7,H00091,A01,0
KE-000861,cattle,Sahiwal,F,42,H00091,A01,1
KE-000862,cattle,Sahiwal,M,60,H00091,A01,0
KE-000863,cattle,Sahiwal,F,55,H00092,A01,1
KE-000864,cattle,Zebu,M,58,H00092,A01,0
KE-000865,cattle,Boran,F,52,H00092,A01,0
KE-000866,cattle,Sahiwal,F,72,H00092,A01,0
KE-000867,cattle,Ayrshire cross,M,63,H00092,A01,0
KE-000868,cattle,Boran,F,7,H00092,A01,0
KE-000869,cattle,Ayrshire cross,F,67,H00092,A01,0
KE-000870,cattle,Sahiwal,M,37,H00092,A01,0
KE-000871,cattle,Ayrshire cross,F,52,H00092,A01,1
KE-000872,cattle,Ayrshire cross,M,53,H00092,A01,0
KE-000873,cattle,Boran,F,73,H00092,A01,0
KE-000874,cattle,Friesian cross,F,90,H00093,A01,0
KE-000875,cattle,Ayrshire cross,F,14,H00093,A01,1
KE-000876,cattle,Ayrshire cross,M,23,H00093,A01,0
KE-000877,cattle,Friesian cross,F,37,H00093,A01,0
KE-000878,cattle,Boran,F,40,H00094,A01,0
KE-000879,cattle,Sahiwal,M,21,H00094,A01,1
KE-000880,cattle,Zebu,M,89,H00094,A01,1
KE-000881,cattle,Ayrshire cross,M,15,H00094,A01,0
KE-000882,cattle,Friesian cross,F,77,H00094,A01,1
KE-000883,cattle,Ayrshire cross,M,63,H00095,A01,1
KE-000884,cattle,Ayrshire cross,M,94,H00095,A01,1
KE-000885,cattle,Sahiwal,F,39,H00095,A01,0
KE-000886,cattle,Ayrshire cross,F,78,H00095,A01,1
KE-000887,cattle,Sahiwal,F,85,H00095,A01,0
KE-000888,cattle,Zebu,F,69,H00096,A01,0
KE-000889,cattle,Zebu,F,50,H00096,A01,1
KE-000890,cattle,Ayrshire cross,F,74,H00096,A01,1
KE-000891,cattle,Friesian cross,M,104,H00096,A01,1
KE-000892,cattle,Boran,F,85,H00096,A01,0
KE-000893,cattle,Zebu,F,31,H00096,A01,0
KE-000894,cattle,Sahiwal,M,36,H00096,A01,0
KE-000895,cattle,Boran,F,31,H00097,A01,0
KE-000896,cattle,Friesian cross,F,96,H00097,A01,1
KE-000897,cattle,Ayrshire cross,M,26,H00097,A01,0
KE-000898,cattle,Ayrshire cross,M,71,H00097,A01,1
KE-000899,cattle,Zebu,F,83,H00097,A01,1
KE-000900,cattle,Zebu,F,59,H00097,A01,0
KE-000901,cattle,Ayrshire cross,M,42,H00097,A01,0
KE-000902,cattle,Boran,M,82,H00097,A01,0
KE-000903,cattle,Ayrshire cross,F,50,H00097,A01,1
KE-000904,cattle,Sahiwal,F,106,H00097,A01,1
KE-000905,cattle,Ayrshire cross,F,30,H00097,A01,0
KE-000906,cattle,Zebu,M,38,H00097,A01,0
KE-000907,cattle,Friesian cross,F,95,H00097,A01,0
KE-000908,cattle,Friesian cross,F,23,H00097,A01,0
KE-000909,cattle,Ayrshire cross,F,78,H00097,A01,0
KE-000910,cattle,Zebu,F,12,H00098,A01,0
KE-000911,cattle,Ayrshire cross,M,66,H00098,A01,0
KE-000912,cattle,Sahiwal,M,95,H00098,A01,0
KE-000913,cattle,Sahiwal,M,31,H00098,A01,1
KE-000914,cattle,Ayrshire cross,F,117,H00098,A01,1
KE-000915,cattle,Sahiwal,F,103,H00098,A01,0
KE-000916,cattle,Friesian cross,F,87,H00098,A01,1
KE-000917,cattle,Boran,F,61,H00099,A02,1
KE-000918,cattle,Zebu,F,7,H00099,A02,1
KE-000919,cattle,Sahiwal,F,9,H00099,A02,0
KE-000920,cattle,Ayrshire cross,F,14,H00099,A02,0
KE-000921,cattle,Ayrshire cross,F,72,H00099,A02,0
KE-000922,cattle,Sahiwal,M,29,H00099,A02,0
KE-000923,cattle,Boran,F,109,H00099,A02,1
KE-000924,cattle,Friesian cross,F,24,H00099,A02,1
KE-000925,cattle,Friesian cross,F,78,H00099,A02,0
KE-000926,cattle,Zebu,F,17,H00099,A02,0
KE-000927,cattle,Zebu,F,86,H00099,A02,0
KE-000928,cattle,Zebu,F,31,H00099,A02,0
KE-000929,cattle,Ayrshire cross,F,46,H00099,A02,1
KE-000930,cattle,Sahiwal,M,81,H00099,A02,1
KE-000931,cattle,Ayrshire cross,F,10,H00099,A02,0
KE-000932,cattle,Friesian cross,M,80,H00099,A02,0
KE-000933,cattle,Zebu,F,32,H00099,A02,1
KE-000934,cattle,Ayrshire cross,F,88,H00099,A02,1
KE-000935,cattle,Ayrshire cross,F,63,H00099,A02,0
KE-000936,cattle,Ayrshire cross,M,55,H00099,A02,0
KE-000937,cattle,Sahiwal,F,106,H00099,A02,0
KE-000938,cattle,Zebu,F,75,H00099,A02,1
KE-000939,cattle,Friesian cross,F,73,H00099,A02,1
KE-000940,cattle,Ayrshire cross,F,103,H00099,A02,0
KE-000941,cattle,Zebu,F,76,H00099,A02,0
KE-000942,cattle,Friesian cross,M,27,H00100,A02,0
KE-000943,cattle,Boran,F,33,H00100,A02,1
KE-000944,cattle,Sahiwal,F,51,H00100,A02,0
KE-000945,cattle,Sahiwal,M,32,H00100,A02,1
